"job_description","structured_json"
"Role Summary
Join an e-commerce platform as a Junior Computer Vision Engineer and play a key part in building computer vision systems that understand visual data. We value engineers who care about quality, take initiative, and want to grow their impact over time. This is a junior position for someone eager to grow and learn from experienced engineers.
Beyond the Technical:
* Comfort working in a fast-paced, ambiguous environment
* Clear written and verbal communication
* Adaptability and resilience under changing priorities
* Ability to work independently and collaboratively
Pluses:
* Data annotation pipelines
* Model optimization (ONNX, TensorRT)
* 3D vision
* Object detection and segmentation
* Edge deployment
* Interest in AI and applying it to real products
What You'll Do:
* Review code and provide constructive feedback to peers
* Own features end to end, from planning through deployment and monitoring
* Stay current with emerging technologies and evaluate their fit for our stack
* Collaborate with product, design, and engineering teams to deliver high-quality features
* Participate in technical decision-making and architecture discussions
* Design, develop, and maintain building computer vision systems that understand visual data
Experience:
* 0-2 years
What You Bring:
* Image processing
* CNN architectures
* Deep learning (PyTorch/TensorFlow)
* Python
* OpenCV
* Bachelor's or Master's degree in a technical discipline (or equivalent practical experience)
* Strong understanding of software engineering fundamentals","{""job_summary"": ""Join an e-commerce platform as a Junior Computer Vision Engineer and play a key part in building computer vision systems that understand visual data. We value engineers who care about quality, take initiative, and want to grow their impact over time. This is a junior position for someone eager to grow and learn from experienced engineers."", ""role_description"": [""Review code and provide constructive feedback to peers"", ""Own features end to end, from planning through deployment and monitoring"", ""Stay current with emerging technologies and evaluate their fit for our stack"", ""Collaborate with product, design, and engineering teams to deliver high-quality features"", ""Participate in technical decision-making and architecture discussions"", ""Design, develop, and maintain building computer vision systems that understand visual data""], ""required_skills"": [""Image processing"", ""CNN architectures"", ""Deep learning (PyTorch/TensorFlow)"", ""Python"", ""OpenCV"", ""Strong understanding of software engineering fundamentals""], ""general_skills"": [""Data annotation pipelines"", ""Model optimization (ONNX, TensorRT)"", ""3D vision"", ""Object detection and segmentation"", ""Edge deployment"", ""Interest in AI and applying it to real products""], ""soft_skills"": [""Comfort working in a fast-paced, ambiguous environment"", ""Clear written and verbal communication"", ""Adaptability and resilience under changing priorities"", ""Ability to work independently and collaboratively""], ""min_experience_yrs"": ""0"", ""max_experience_yrs"": ""2"", ""degree_needed"": ""Bachelor's or Master's degree in a technical discipline (or equivalent practical experience)"", ""certifications_required"": []}"
"What You'll Do Here
Join a remote-first company as a Junior Security Engineer and play a key part in protecting systems, data, and users from security threats. We value engineers who care about quality, take initiative, and want to grow their impact over time. This is a junior position for someone eager to grow and learn from experienced engineers.
Must Have:
Application and network security
Threat modeling
Vulnerability assessment
IAM and access control
Secure coding practices
0-2 years of professional experience in a similar role
Bachelor's or Master's degree in a technical discipline (or equivalent practical experience)
Strong understanding of software engineering fundamentals
Your Role:
Stay current with emerging technologies and evaluate their fit for our stack
Ensure scalability, security, and maintainability across the codebase
Participate in technical decision-making and architecture discussions
Mentor teammates and share knowledge across the team
Write clean, maintainable, and well-tested code
Preferred Qualifications:
SIEM tools
DevSecOps
Compliance frameworks (SOC 2, ISO 27001)
Penetration testing
Interest in AI and applying it to real products
Familiarity with Agile / Scrum methodologies
Cultural Fit:
Adaptability and resilience under changing priorities
A team-oriented and reliable attitude
Strong ownership and accountability
Genuine curiosity and eagerness to learn new technologies
Comfort working in a fast-paced, ambiguous environment
A proactive, execution-focused mindset","{""job_summary"": ""Join a remote-first company as a Junior Security Engineer and play a key part in protecting systems, data, and users from security threats. We value engineers who care about quality, take initiative, and want to grow their impact over time. This is a junior position for someone eager to grow and learn from experienced engineers."", ""role_description"": [""Stay current with emerging technologies and evaluate their fit for our stack"", ""Ensure scalability, security, and maintainability across the codebase"", ""Participate in technical decision-making and architecture discussions"", ""Mentor teammates and share knowledge across the team"", ""Write clean, maintainable, and well-tested code""], ""required_skills"": [""Application and network security"", ""Threat modeling"", ""Vulnerability assessment"", ""IAM and access control"", ""Secure coding practices"", ""Strong understanding of software engineering fundamentals""], ""general_skills"": [""SIEM tools"", ""DevSecOps"", ""Compliance frameworks (SOC 2, ISO 27001)"", ""Penetration testing"", ""Interest in AI and applying it to real products"", ""Familiarity with Agile / Scrum methodologies""], ""soft_skills"": [""Adaptability and resilience under changing priorities"", ""A team-oriented and reliable attitude"", ""Strong ownership and accountability"", ""Genuine curiosity and eagerness to learn new technologies"", ""Comfort working in a fast-paced, ambiguous environment"", ""A proactive, execution-focused mindset""], ""min_experience_yrs"": ""0"", ""max_experience_yrs"": ""2"", ""degree_needed"": ""Bachelor's or Master's degree in a technical discipline (or equivalent practical experience)"", ""certifications_required"": []}"
"What You'll Do Here
We are looking for a Lead React Developer to join an enterprise technology team focused on building modern, component-based frontend applications. You will work closely with cross-functional teams to ship products that reach real users at scale. This is a lead position for someone able to drive technical direction and lead a team.
Beyond the Technical:
- Attention to detail and commitment to quality
- Ability to work independently and collaboratively
- Comfort working in a fast-paced, ambiguous environment
- Strong ownership and accountability
- Excellent problem-solving and analytical skills
Core Responsibilities:
- Own features end to end, from planning through deployment and monitoring
- Contribute to continuous improvement of engineering processes and best practices
- Review code and provide constructive feedback to peers
- Mentor teammates and share knowledge across the team
- Stay current with emerging technologies and evaluate their fit for our stack
- Write clean, maintainable, and well-tested code
Minimum Requirements:
- React
- State management
- REST / GraphQL integration
- JavaScript / TypeScript
- Component-driven development
- 7+ years of professional experience in a similar role
- Solid computer science fundamentals, formal degree or self-taught
- Strong understanding of software engineering fundamentals
Preferred Qualifications:
- Storybook
- Next.js
- Tailwind CSS
- Performance tuning
- Familiarity with Agile / Scrum methodologies","{""job_summary"": ""We are looking for a Lead React Developer to join an enterprise technology team focused on building modern, component-based frontend applications. You will work closely with cross-functional teams to ship products that reach real users at scale. This is a lead position for someone able to drive technical direction and lead a team."", ""role_description"": [""Own features end to end, from planning through deployment and monitoring"", ""Contribute to continuous improvement of engineering processes and best practices"", ""Review code and provide constructive feedback to peers"", ""Mentor teammates and share knowledge across the team"", ""Stay current with emerging technologies and evaluate their fit for our stack"", ""Write clean, maintainable, and well-tested code""], ""required_skills"": [""React"", ""State management"", ""REST / GraphQL integration"", ""JavaScript / TypeScript"", ""Component-driven development"", ""Strong understanding of software engineering fundamentals""], ""general_skills"": [""Storybook"", ""Next.js"", ""Tailwind CSS"", ""Performance tuning"", ""Familiarity with Agile / Scrum methodologies""], ""soft_skills"": [""Attention to detail and commitment to quality"", ""Ability to work independently and collaboratively"", ""Comfort working in a fast-paced, ambiguous environment"", ""Strong ownership and accountability"", ""Excellent problem-solving and analytical skills""], ""min_experience_yrs"": ""7"", ""max_experience_yrs"": """", ""degree_needed"": ""Solid computer science fundamentals, formal degree or self-taught"", ""certifications_required"": []}"
"About This Role
We are looking for a Junior Game Developer to join a leading technology company focused on building engaging, performant interactive game experiences. We value engineers who care about quality, take initiative, and want to grow their impact over time. This is a junior position for someone eager to grow and learn from experienced engineers.
Credentials:
AWS Certified Developer
Certified Kubernetes Application Developer (CKAD)
What We're Looking For:
Game physics and math
Gameplay programming
3D graphics fundamentals
Unity or Unreal Engine
C++ or C#
Solid computer science fundamentals, formal degree or self-taught
Strong understanding of software engineering fundamentals
Preferred Qualifications:
Multiplayer networking
Procedural generation
Performance optimization
Experience mentoring junior engineers
Main Responsibilities:
Troubleshoot, debug, and optimize existing systems for performance and reliability
Write clean, maintainable, and well-tested code
Translate business requirements into scalable technical solutions
Contribute to continuous improvement of engineering processes and best practices
Collaborate with product, design, and engineering teams to deliver high-quality features
Participate in technical decision-making and architecture discussions
Review code and provide constructive feedback to peers
Soft Skills:
Genuine curiosity and eagerness to learn new technologies
Comfort working in a fast-paced, ambiguous environment
Adaptability and resilience under changing priorities
Ability to work independently and collaboratively
Excellent problem-solving and analytical skills","{""job_summary"": ""We are looking for a Junior Game Developer to join a leading technology company focused on building engaging, performant interactive game experiences. We value engineers who care about quality, take initiative, and want to grow their impact over time. This is a junior position for someone eager to grow and learn from experienced engineers."", ""role_description"": [""Troubleshoot, debug, and optimize existing systems for performance and reliability"", ""Write clean, maintainable, and well-tested code"", ""Translate business requirements into scalable technical solutions"", ""Contribute to continuous improvement of engineering processes and best practices"", ""Collaborate with product, design, and engineering teams to deliver high-quality features"", ""Participate in technical decision-making and architecture discussions"", ""Review code and provide constructive feedback to peers""], ""required_skills"": [""Game physics and math"", ""Gameplay programming"", ""3D graphics fundamentals"", ""Unity or Unreal Engine"", ""C++ or C#"", ""Strong understanding of software engineering fundamentals""], ""general_skills"": [""Multiplayer networking"", ""Procedural generation"", ""Performance optimization"", ""Experience mentoring junior engineers""], ""soft_skills"": [""Genuine curiosity and eagerness to learn new technologies"", ""Comfort working in a fast-paced, ambiguous environment"", ""Adaptability and resilience under changing priorities"", ""Ability to work independently and collaboratively"", ""Excellent problem-solving and analytical skills""], ""min_experience_yrs"": """", ""max_experience_yrs"": """", ""degree_needed"": ""Solid computer science fundamentals, formal degree or self-taught"", ""certifications_required"": [""AWS Certified Developer"", ""Certified Kubernetes Application Developer (CKAD)""]}"
"Summary
We're hiring a Mid-level Site Reliability Engineer to join our team at a cutting-edge AI company, where you'll focus on ensuring reliability, scalability, and uptime of production systems. We value engineers who care about quality, take initiative, and want to grow their impact over time. This is a mid-level position for someone ready to take ownership of features and deliver independently.
What You'll Do:
Own features end to end, from planning through deployment and monitoring
Write clean, maintainable, and well-tested code
Mentor teammates and share knowledge across the team
Design, develop, and maintain ensuring reliability, scalability, and uptime of production systems
Participate in technical decision-making and architecture discussions
Review code and provide constructive feedback to peers
Extra Credit:
Chaos engineering
Distributed tracing
On-call automation
Experience contributing to open-source projects
We Value:
Adaptability and resilience under changing priorities
Genuine curiosity and eagerness to learn new technologies
Ability to work independently and collaboratively
Strong ownership and accountability
Attention to detail and commitment to quality
Comfort working in a fast-paced, ambiguous environment
What We're Looking For:
Incident response
Monitoring and alerting
Linux systems administration
Kubernetes
Python or Go scripting
Degree in Computer Science or related field, or equivalent hands-on experience
Strong understanding of software engineering fundamentals","{""job_summary"": ""We're hiring a Mid-level Site Reliability Engineer to join our team at a cutting-edge AI company, where you'll focus on ensuring reliability, scalability, and uptime of production systems. We value engineers who care about quality, take initiative, and want to grow their impact over time. This is a mid-level position for someone ready to take ownership of features and deliver independently."", ""role_description"": [""Own features end to end, from planning through deployment and monitoring"", ""Write clean, maintainable, and well-tested code"", ""Mentor teammates and share knowledge across the team"", ""Design, develop, and maintain ensuring reliability, scalability, and uptime of production systems"", ""Participate in technical decision-making and architecture discussions"", ""Review code and provide constructive feedback to peers""], ""required_skills"": [""Incident response"", ""Monitoring and alerting"", ""Linux systems administration"", ""Kubernetes"", ""Python or Go scripting"", ""Strong understanding of software engineering fundamentals""], ""general_skills"": [""Chaos engineering"", ""Distributed tracing"", ""On-call automation"", ""Experience contributing to open-source projects""], ""soft_skills"": [""Adaptability and resilience under changing priorities"", ""Genuine curiosity and eagerness to learn new technologies"", ""Ability to work independently and collaboratively"", ""Strong ownership and accountability"", ""Attention to detail and commitment to quality"", ""Comfort working in a fast-paced, ambiguous environment""], ""min_experience_yrs"": """", ""max_experience_yrs"": """", ""degree_needed"": ""Degree in Computer Science or related field, or equivalent hands-on experience"", ""certifications_required"": []}"
"The Position
Join an e-commerce platform as a Junior Frontend Engineer and play a key part in crafting fast, accessible, and delightful user interfaces. This is a hands-on role for someone who thrives in a fast-paced, collaborative environment. This is a junior position for someone eager to grow and learn from experienced engineers.
Main Responsibilities:
* Contribute to continuous improvement of engineering processes and best practices
* Write clean, maintainable, and well-tested code
* Stay current with emerging technologies and evaluate their fit for our stack
* Translate business requirements into scalable technical solutions
* Ensure scalability, security, and maintainability across the codebase
* Collaborate with product, design, and engineering teams to deliver high-quality features
We Value:
* Adaptability and resilience under changing priorities
* A team-oriented and reliable attitude
* Excellent problem-solving and analytical skills
* A proactive, execution-focused mindset
Essential Skills:
* Responsive design
* State management (Redux / Zustand)
* HTML5 & CSS3
* JavaScript / TypeScript
* React
* 0-2 years of professional experience in a similar role
* Solid computer science fundamentals, formal degree or self-taught
* Strong understanding of software engineering fundamentals
Desirable Skills:
* Figma-to-code workflows
* Testing (Jest, Playwright)
* Web performance optimization
* Next.js
* Experience contributing to open-source projects","{""job_summary"": ""Join an e-commerce platform as a Junior Frontend Engineer and play a key part in crafting fast, accessible, and delightful user interfaces. This is a hands-on role for someone who thrives in a fast-paced, collaborative environment. This is a junior position for someone eager to grow and learn from experienced engineers."", ""role_description"": [""Contribute to continuous improvement of engineering processes and best practices"", ""Write clean, maintainable, and well-tested code"", ""Stay current with emerging technologies and evaluate their fit for our stack"", ""Translate business requirements into scalable technical solutions"", ""Ensure scalability, security, and maintainability across the codebase"", ""Collaborate with product, design, and engineering teams to deliver high-quality features""], ""required_skills"": [""Responsive design"", ""State management (Redux / Zustand)"", ""HTML5 & CSS3"", ""JavaScript / TypeScript"", ""React"", ""Strong understanding of software engineering fundamentals""], ""general_skills"": [""Figma-to-code workflows"", ""Testing (Jest, Playwright)"", ""Web performance optimization"", ""Next.js"", ""Experience contributing to open-source projects""], ""soft_skills"": [""Adaptability and resilience under changing priorities"", ""A team-oriented and reliable attitude"", ""Excellent problem-solving and analytical skills"", ""A proactive, execution-focused mindset""], ""min_experience_yrs"": ""0"", ""max_experience_yrs"": ""2"", ""degree_needed"": ""Solid computer science fundamentals, formal degree or self-taught"", ""certifications_required"": []}"
"Who We're Looking For
We're hiring a Machine Learning Engineer to join our team at a cutting-edge AI company, where you'll focus on designing, training, and deploying machine learning models in production. You'll have the opportunity to influence architecture, tooling, and product direction from day one. This is a position for someone motivated to make a meaningful impact.
Essential Skills:
* Scikit-learn
* PyTorch or TensorFlow
* Model training and evaluation
* Feature engineering
* Python
* Bachelor's or Master's degree in a technical discipline (or equivalent practical experience)
* Strong understanding of software engineering fundamentals
In This Role You Will:
* Ensure scalability, security, and maintainability across the codebase
* Own features end to end, from planning through deployment and monitoring
* Stay current with emerging technologies and evaluate their fit for our stack
* Collaborate with product, design, and engineering teams to deliver high-quality features
* Participate in technical decision-making and architecture discussions
* Troubleshoot, debug, and optimize existing systems for performance and reliability
* Translate business requirements into scalable technical solutions
Professional Certifications:
* Google Professional Machine Learning Engineer
* AWS Certified Machine Learning
* Azure AI Engineer Associate
We Value:
* A team-oriented and reliable attitude
* A proactive, execution-focused mindset
* Strong ownership and accountability
* Ability to work independently and collaboratively
* Excellent problem-solving and analytical skills
Nice to Haves:
* MLOps (MLflow, Kubeflow)
* Model serving at scale
* Distributed training
* Vector databases
* Experiment tracking
* Interest in AI and applying it to real products","{""job_summary"": ""We're hiring a Machine Learning Engineer to join our team at a cutting-edge AI company, where you'll focus on designing, training, and deploying machine learning models in production. You'll have the opportunity to influence architecture, tooling, and product direction from day one. This is a position for someone motivated to make a meaningful impact."", ""role_description"": [""Ensure scalability, security, and maintainability across the codebase"", ""Own features end to end, from planning through deployment and monitoring"", ""Stay current with emerging technologies and evaluate their fit for our stack"", ""Collaborate with product, design, and engineering teams to deliver high-quality features"", ""Participate in technical decision-making and architecture discussions"", ""Troubleshoot, debug, and optimize existing systems for performance and reliability"", ""Translate business requirements into scalable technical solutions""], ""required_skills"": [""Scikit-learn"", ""PyTorch or TensorFlow"", ""Model training and evaluation"", ""Feature engineering"", ""Python"", ""Strong understanding of software engineering fundamentals""], ""general_skills"": [""MLOps (MLflow, Kubeflow)"", ""Model serving at scale"", ""Distributed training"", ""Vector databases"", ""Experiment tracking"", ""Interest in AI and applying it to real products""], ""soft_skills"": [""A team-oriented and reliable attitude"", ""A proactive, execution-focused mindset"", ""Strong ownership and accountability"", ""Ability to work independently and collaboratively"", ""Excellent problem-solving and analytical skills""], ""min_experience_yrs"": """", ""max_experience_yrs"": """", ""degree_needed"": ""Bachelor's or Master's degree in a technical discipline (or equivalent practical experience)"", ""certifications_required"": [""Google Professional Machine Learning Engineer"", ""AWS Certified Machine Learning"", ""Azure AI Engineer Associate""]}"
"About the Job
Join a mission-driven company as a Mid-level AI / LLM Engineer and play a key part in building intelligent applications powered by large language models. We value engineers who care about quality, take initiative, and want to grow their impact over time. This is a mid-level position for someone ready to take ownership of features and deliver independently.
What Makes You a Great Fit:
Excellent problem-solving and analytical skills
Clear written and verbal communication
Genuine curiosity and eagerness to learn new technologies
Attention to detail and commitment to quality
Strong ownership and accountability
Certifications & Credentials:
NVIDIA Certified Associate: Generative AI
AWS Certified Machine Learning
Google Professional Machine Learning Engineer
You Should Have:
Python
Prompt engineering
LLM APIs (OpenAI, Anthropic)
LangChain or LlamaIndex
Retrieval-Augmented Generation (RAG)
Solid computer science fundamentals, formal degree or self-taught
Strong understanding of software engineering fundamentals
Preferred Skills:
Fine-tuning and LoRA
Agentic workflows
Evaluation frameworks
Vector databases (Pinecone, Weaviate)
Embeddings and semantic search
Interest in AI and applying it to real products
What You'll Be Doing:
Design, develop, and maintain building intelligent applications powered by large language models
Ensure scalability, security, and maintainability across the codebase
Collaborate with product, design, and engineering teams to deliver high-quality features
Own features end to end, from planning through deployment and monitoring
Mentor teammates and share knowledge across the team
Troubleshoot, debug, and optimize existing systems for performance and reliability
Minimum Experience:
2-4 years","{""job_summary"": ""Join a mission-driven company as a Mid-level AI / LLM Engineer and play a key part in building intelligent applications powered by large language models. We value engineers who care about quality, take initiative, and want to grow their impact over time. This is a mid-level position for someone ready to take ownership of features and deliver independently."", ""role_description"": [""Design, develop, and maintain building intelligent applications powered by large language models"", ""Ensure scalability, security, and maintainability across the codebase"", ""Collaborate with product, design, and engineering teams to deliver high-quality features"", ""Own features end to end, from planning through deployment and monitoring"", ""Mentor teammates and share knowledge across the team"", ""Troubleshoot, debug, and optimize existing systems for performance and reliability""], ""required_skills"": [""Python"", ""Prompt engineering"", ""LLM APIs (OpenAI, Anthropic)"", ""LangChain or LlamaIndex"", ""Retrieval-Augmented Generation (RAG)"", ""Strong understanding of software engineering fundamentals""], ""general_skills"": [""Fine-tuning and LoRA"", ""Agentic workflows"", ""Evaluation frameworks"", ""Vector databases (Pinecone, Weaviate)"", ""Embeddings and semantic search"", ""Interest in AI and applying it to real products""], ""soft_skills"": [""Excellent problem-solving and analytical skills"", ""Clear written and verbal communication"", ""Genuine curiosity and eagerness to learn new technologies"", ""Attention to detail and commitment to quality"", ""Strong ownership and accountability""], ""min_experience_yrs"": ""2"", ""max_experience_yrs"": ""4"", ""degree_needed"": ""Solid computer science fundamentals, formal degree or self-taught"", ""certifications_required"": [""NVIDIA Certified Associate: Generative AI"", ""AWS Certified Machine Learning"", ""Google Professional Machine Learning Engineer""]}"
"Role Description
We're hiring a Mid-level Python Developer to join our team at a mission-driven company, where you'll focus on building backend services and automation in Python. This is a hands-on role for someone who thrives in a fast-paced, collaborative environment. This is a mid-level position for someone ready to take ownership of features and deliver independently.
What You'll Need:
- REST API design
- Relational databases
- Unit testing
- Python
- Django or FastAPI
- Bachelor's degree in Computer Science, Engineering, or a related field
- Strong understanding of software engineering fundamentals
Cultural Fit:
- Excellent problem-solving and analytical skills
- A team-oriented and reliable attitude
- Clear written and verbal communication
- Adaptability and resilience under changing priorities
Years of experience needed:
- 2-4 years
Duties:
- Translate business requirements into scalable technical solutions
- Review code and provide constructive feedback to peers
- Collaborate with product, design, and engineering teams to deliver high-quality features
- Write clean, maintainable, and well-tested code
- Troubleshoot, debug, and optimize existing systems for performance and reliability
Desirable Skills:
- AWS
- Celery
- Async programming
- Docker
- Interest in AI and applying it to real products
- Familiarity with Agile / Scrum methodologies","{""job_summary"": ""We're hiring a Mid-level Python Developer to join our team at a mission-driven company, where you'll focus on building backend services and automation in Python. This is a hands-on role for someone who thrives in a fast-paced, collaborative environment. This is a mid-level position for someone ready to take ownership of features and deliver independently."", ""role_description"": [""Translate business requirements into scalable technical solutions"", ""Review code and provide constructive feedback to peers"", ""Collaborate with product, design, and engineering teams to deliver high-quality features"", ""Write clean, maintainable, and well-tested code"", ""Troubleshoot, debug, and optimize existing systems for performance and reliability""], ""required_skills"": [""REST API design"", ""Relational databases"", ""Unit testing"", ""Python"", ""Django or FastAPI"", ""Strong understanding of software engineering fundamentals""], ""general_skills"": [""AWS"", ""Celery"", ""Async programming"", ""Docker"", ""Interest in AI and applying it to real products"", ""Familiarity with Agile / Scrum methodologies""], ""soft_skills"": [""Excellent problem-solving and analytical skills"", ""A team-oriented and reliable attitude"", ""Clear written and verbal communication"", ""Adaptability and resilience under changing priorities""], ""min_experience_yrs"": ""2"", ""max_experience_yrs"": ""4"", ""degree_needed"": ""Bachelor's degree in Computer Science, Engineering, or a related field"", ""certifications_required"": []}"
"Our Ideal Candidate
We are looking for a Lead Data Scientist to join a remote-first company focused on turning data into actionable insights and predictive models. This role is ideal for engineers who combine strong technical foundations with genuine curiosity and a drive to take ownership. This is a lead position for someone able to drive technical direction and lead a team.
What Sets You Apart:
* A team-oriented and reliable attitude
* Adaptability and resilience under changing priorities
* Excellent problem-solving and analytical skills
* Comfort working in a fast-paced, ambiguous environment
* Genuine curiosity and eagerness to learn new technologies
* Clear written and verbal communication
Bonus Points:
* Machine learning modeling
* Big data tools (Spark)
* Deep learning
* Dashboarding (Tableau, Power BI)
* Experience contributing to open-source projects
* Experience mentoring junior engineers
Day-to-Day:
* Ensure scalability, security, and maintainability across the codebase
* Review code and provide constructive feedback to peers
* Design, develop, and maintain turning data into actionable insights and predictive models
* Stay current with emerging technologies and evaluate their fit for our stack
* Participate in technical decision-making and architecture discussions
* Collaborate with product, design, and engineering teams to deliver high-quality features
* Write clean, maintainable, and well-tested code
Qualifications:
* Python and SQL
* Statistical analysis
* Data visualization
* Experiment design (A/B testing)
* Pandas and NumPy
* 7+ years of professional experience in a similar role
* Bachelor's or Master's degree in a technical discipline (or equivalent practical experience)
* Strong understanding of software engineering fundamentals","{""job_summary"": ""We are looking for a Lead Data Scientist to join a remote-first company focused on turning data into actionable insights and predictive models. This role is ideal for engineers who combine strong technical foundations with genuine curiosity and a drive to take ownership. This is a lead position for someone able to drive technical direction and lead a team."", ""role_description"": [""Ensure scalability, security, and maintainability across the codebase"", ""Review code and provide constructive feedback to peers"", ""Design, develop, and maintain turning data into actionable insights and predictive models"", ""Stay current with emerging technologies and evaluate their fit for our stack"", ""Participate in technical decision-making and architecture discussions"", ""Collaborate with product, design, and engineering teams to deliver high-quality features"", ""Write clean, maintainable, and well-tested code""], ""required_skills"": [""Python and SQL"", ""Statistical analysis"", ""Data visualization"", ""Experiment design (A/B testing)"", ""Pandas and NumPy"", ""Strong understanding of software engineering fundamentals""], ""general_skills"": [""Machine learning modeling"", ""Big data tools (Spark)"", ""Deep learning"", ""Dashboarding (Tableau, Power BI)"", ""Experience contributing to open-source projects"", ""Experience mentoring junior engineers""], ""soft_skills"": [""A team-oriented and reliable attitude"", ""Adaptability and resilience under changing priorities"", ""Excellent problem-solving and analytical skills"", ""Comfort working in a fast-paced, ambiguous environment"", ""Genuine curiosity and eagerness to learn new technologies"", ""Clear written and verbal communication""], ""min_experience_yrs"": ""7"", ""max_experience_yrs"": """", ""degree_needed"": ""Bachelor's or Master's degree in a technical discipline (or equivalent practical experience)"", ""certifications_required"": []}"
"About the Position
Join a remote-first company as a Mobile Engineer and play a key part in building performant, polished mobile applications. You'll have the opportunity to influence architecture, tooling, and product direction from day one. This is a position for someone motivated to make a meaningful impact.
What You Bring:
* App lifecycle management
* REST API integration
* Mobile UI development
* Offline-first design
* Swift / Kotlin or React Native
* some professional of professional experience in a similar role
* Solid computer science fundamentals, formal degree or self-taught
* Strong understanding of software engineering fundamentals
Nice-to-Haves:
* CI/CD for mobile
* Mobile performance profiling
* App Store / Play Store deployment
* Interest in AI and applying it to real products
* Familiarity with Agile / Scrum methodologies
Responsibilities:
* Design, develop, and maintain building performant, polished mobile applications
* Collaborate with product, design, and engineering teams to deliver high-quality features
* Stay current with emerging technologies and evaluate their fit for our stack
* Own features end to end, from planning through deployment and monitoring
* Mentor teammates and share knowledge across the team
* Translate business requirements into scalable technical solutions
Certifications & Credentials:
* React Native Certification
What Sets You Apart:
* A team-oriented and reliable attitude
* Excellent problem-solving and analytical skills
* Comfort working in a fast-paced, ambiguous environment
* Genuine curiosity and eagerness to learn new technologies","{""job_summary"": ""Join a remote-first company as a Mobile Engineer and play a key part in building performant, polished mobile applications. You'll have the opportunity to influence architecture, tooling, and product direction from day one. This is a position for someone motivated to make a meaningful impact."", ""role_description"": [""Design, develop, and maintain building performant, polished mobile applications"", ""Collaborate with product, design, and engineering teams to deliver high-quality features"", ""Stay current with emerging technologies and evaluate their fit for our stack"", ""Own features end to end, from planning through deployment and monitoring"", ""Mentor teammates and share knowledge across the team"", ""Translate business requirements into scalable technical solutions""], ""required_skills"": [""App lifecycle management"", ""REST API integration"", ""Mobile UI development"", ""Offline-first design"", ""Swift / Kotlin or React Native"", ""some professional of professional experience in a similar role"", ""Strong understanding of software engineering fundamentals""], ""general_skills"": [""CI/CD for mobile"", ""Mobile performance profiling"", ""App Store / Play Store deployment"", ""Interest in AI and applying it to real products"", ""Familiarity with Agile / Scrum methodologies""], ""soft_skills"": [""A team-oriented and reliable attitude"", ""Excellent problem-solving and analytical skills"", ""Comfort working in a fast-paced, ambiguous environment"", ""Genuine curiosity and eagerness to learn new technologies""], ""min_experience_yrs"": """", ""max_experience_yrs"": """", ""degree_needed"": ""Solid computer science fundamentals, formal degree or self-taught"", ""certifications_required"": [""React Native Certification""]}"
"Description
Join a global technology organization as a Machine Learning Engineer and play a key part in designing, training, and deploying machine learning models in production. We value engineers who care about quality, take initiative, and want to grow their impact over time. This is a position for someone motivated to make a meaningful impact.
How Much Experience:
* 2+ years
Primary Responsibilities:
* Stay current with emerging technologies and evaluate their fit for our stack
* Ensure scalability, security, and maintainability across the codebase
* Troubleshoot, debug, and optimize existing systems for performance and reliability
* Mentor teammates and share knowledge across the team
* Own features end to end, from planning through deployment and monitoring
Preferred Skills:
* Vector databases
* Experiment tracking
* MLOps (MLflow, Kubeflow)
* Model serving at scale
* Familiarity with Agile / Scrum methodologies
* Interest in AI and applying it to real products
Qualifications:
* Scikit-learn
* Model training and evaluation
* PyTorch or TensorFlow
* Feature engineering
* Python
* Solid computer science fundamentals, formal degree or self-taught
* Strong understanding of software engineering fundamentals
Beyond the Technical:
* Attention to detail and commitment to quality
* Excellent problem-solving and analytical skills
* Ability to work independently and collaboratively
* Genuine curiosity and eagerness to learn new technologies","{""job_summary"": ""Join a global technology organization as a Machine Learning Engineer and play a key part in designing, training, and deploying machine learning models in production. We value engineers who care about quality, take initiative, and want to grow their impact over time. This is a position for someone motivated to make a meaningful impact."", ""role_description"": [""Stay current with emerging technologies and evaluate their fit for our stack"", ""Ensure scalability, security, and maintainability across the codebase"", ""Troubleshoot, debug, and optimize existing systems for performance and reliability"", ""Mentor teammates and share knowledge across the team"", ""Own features end to end, from planning through deployment and monitoring""], ""required_skills"": [""Scikit-learn"", ""Model training and evaluation"", ""PyTorch or TensorFlow"", ""Feature engineering"", ""Python"", ""Strong understanding of software engineering fundamentals""], ""general_skills"": [""Vector databases"", ""Experiment tracking"", ""MLOps (MLflow, Kubeflow)"", ""Model serving at scale"", ""Familiarity with Agile / Scrum methodologies"", ""Interest in AI and applying it to real products""], ""soft_skills"": [""Attention to detail and commitment to quality"", ""Excellent problem-solving and analytical skills"", ""Ability to work independently and collaboratively"", ""Genuine curiosity and eagerness to learn new technologies""], ""min_experience_yrs"": ""2"", ""max_experience_yrs"": """", ""degree_needed"": ""Solid computer science fundamentals, formal degree or self-taught"", ""certifications_required"": []}"
